tweet
"तेल बिनाको दियो हुँ,न निभ्ने डर न बल्ने रहर!शुभ_रात्री"
भएर पनि नभए जस्तो हुनु ! भन्दा  हुदै नहुनु जात़ी !! शुभ_प्रभातशुभदिनको_कामना ️️
"मुटुमा छुरा राेपेर हिड्नेहरुले,बुझ्दा रैनचन भावनात्मक सम्बन्ध..शुभ राति राधे राधे "
"यदि तपाईंले हारेर पनि मुस्कान दिनुभयो भने, जीत्नेले पनि खुशी गुमाइदिन्छ!शुभ_प्रभात"
शुभ बिहानी पशुपति नाथले सबैको कल्याण गरून्।माता मनकामना माइ सदैब दाहिना रहुन। कल्याणमस्तु :
"समय र हालात बदलि रहन्छ,राम्रो सम्बन्ध अनिसच्चा साथी कहिलै बदलिदैन।शुभ_बिहानी_शुभ_दिनको_कामना️"
"टुइटेहरू त्यति मानवता भएका पनि हुदैनन,जति तिनिहरूको शुभ_बिहानी वाला ट्विट मा उल्लेख गरीयको हुन्छ!!"
"मन नै फोहोर छ भने,जुत्ता खोलेर मन्दिर छिर्नुको के अर्थ? Good morning ️      शुभ_प्रभात ️"
असल मन र असल सोच सबैको हुँदैनजसको  हुन्छ तिनीहरु अत्यन्तै सुन्दर हुन्छ ️️Good morning ️     शुभ_प्रभात 
शुभ बिहानी पशुपति नाथले हामी सबैको कल्याण गरून्।माता मनकामना माइ सदैब दाहिना रहुन।
जति सुकै हरियो तरकारी खाएपनि ..रिस् उठेको बेला आँखा चाहिँ नदेखिने रहिछ शुभ दिन्
शुभ बिहानी। पशुपति नाथले हामि सबैको कल्याण गरून्।माता मनकामना माइ सदैब दाहिना रहुन।
"मनमा खुशी होला नहोला,तर,मुहारमा भने सधैं हाँसो राखि रहनुस् Good morning ️      शुभ_प्रभात ️"
शुभ बिहानी ।पाशुपती नाथले सबैको कल्याण गरून्।माता मनकामना माइ सदैब दाहिना रहुन।
"बरु खुलेआम दुश्मनी गर तर,कहिल्यै देखावटी दोस्ती नगर  Good morning ️ शुभ_प्रभात ️"
लाखौं प्रयास गर्दा पनि followers नबढे पछियति मै ठीक छु भन्नु परेन?शुभ_प्रभात 
"दिल साफ राख्नुहोस् हिसाब कमाईको होइन,कर्मको हुनेछ ️Good morning ️   शुभ_प्रभात "
शुभ बिहानी ।पशुपति नाथले हामी सबैको कल्याण गरून्।सबैको दिन शुभ रहोस ।
कुनै पनि सम्बन्ध जोडिए पछि जिन्दगी भरिलाई होस्जिन्दगीलाई भारी नहोस् ️️Good morning ️   शुभ_प्रभात 
बिहानी को पहिलो किरण जस्तै होस्मानिस को जीवन जसले जिवनमा नयाँ उमंग ल्याओस ️️Good morning ️   शुभ_प्रभात 
"सँधै खुसी रहनुस्,कसैलाइ पनि थाहा छैन अब तपाईसँग कति समय छ । शुभ बिहानी "
मनको खुशी ठूलो हो हजुररहर त सबैका कहां पूरा हुन्छन् र Good morning ️   शुभ_प्रभात 
"सधै छिटो उठनु,जिन्दगीलाई फाईदा हुन्छ !!चाहे निद्रा बाट हाेस,अहम बाट हाेस या भ्रम बाट हाेस् !!  शुभ प्रभात"
"आज म ५ बजे नै उठेर, continue पढ्दै छुपढ्न चाहिँ ट्विट पढेको हो है  Good morning ️   शुभ_प्रभात ️"
आफ्ना खुशीहरु आफैंसँग राखौंआजभोलि अर्काको खुशीमा आँखा लगाउनेहरू धेरै छन् Good morning ️   शुभ_प्रभात ️
सबैलाई शुभ बिहानी शुभ दिनभनम कि भनेर अाकाे काेहिपनिउठ्नु भारैन्छ म फर्के है।शुभबिहानी
"रातहरु जति नै निराश भए पनि एउटा बिहानी नै काफी हुन्छ,आशा जगाउनलाइ ️️Good morning ️    शुभ_प्रभात "
बोलेर मुख र मन दुखाउनु भन्दा न बोली मन मात्रै  दुखाउनु ठिक           शुभ बिहानी         ️          
"आज पनि केही बिर्से जस्तो लागिराथ्यो,सप्पैलाई शुभ_प्रभात भन्दा आँफैलाई छुटाएछु।"
"चोट भुलिन्छ तर चोट दिनेलाइ, अँह!  शुभ बिहानी "
"टिउरो नाउँ मुटुमा गाढा छ, प्रिय हातमा खोज्ने कष्ट नगर शुभ_प्रभात "
"माया मुटुमा लुकाएर यसरी राख्नु की,जस्तो मन्दिर मा कोही आफ्नो आस्था को दियो राख्छ!!शुभ_प्रभात"
""" तब सम्म कमाउनु जबसम्म महगो चिज सस्तो लाग्दैन, चाहे त्यो समान हो या सम्मान ""शुभबिहानी शुभ_दिनको_कामना"
१०८ पटक “Good morning“ भनेर जपियो आज अब कसो राम्रो नहोला त मेरो दिन Good morning ️    शुभ_प्रभात ️
"८०-९० को स्पीडमा “शुभ_प्रभात ️”मेन्साउँदै थिएँ, २-४ जनालाई डबल परेछ।अब यो प्रभात पनि डबल शुभ हुने भो"
कति प्यारी लाख्छ ति केटीहरू जो राम्री भयर पनी Attitude देखाउदैनन्!!शुभ_प्रभात 
शुभ बिहानी । हरेक दिन नया जागर  राम्रो सोच लिएर हिन्नु होला। पशुपती नाथ ले सबैको कल्याण गरून्।
“मेहनतको फल”        अनि “समस्याको हल”ढिलो नै सही तर अवश्य मिल्नेछ ️Good morning ️    शुभ_प्रभात ️
भराेसा अति महङ्गाे चिज हो ️जसलाई स्वार्थी मान्छेले कहिल्यै किन्न सक्दैन Good morning ️   शुभ_प्रभात 
"""प्रेम"" अमर थियो सायद त्यसैले ""मन"" जल्दा पनि ""मान्छे"" जिउँदै!!               शुभ सन्ध्या "
शुभ बिहानी। सोचेका र आटेका हरेक सफल काम हरु सफल हुँदै जाउन।पशुपति नाथ  सधै दाहिना रहुन।
हरेक बिहान नया होइन राम्रो सोच बनाउनु होस। शुभ बिहानी सम्पुर्ण प्राणिजगत मा ।कल्याणमस्तु
"आज के बिर्सें के बिर्सें भैराथ्यो,यता Good Morning भन्नै बिर्सेछु अहिले भन्दा  होला कि नहोला? शुभ_प्रभात "
श्री पशुपतिनाथले हामी सबैको कल्याण गरून.. शुभ बिहानी शुभ दिन 
"मेरो मलामि आउनु छ भने समयमै आउनु, जलाउने ले मैले जसरि तिमिलाई पर्खिने छैनन् शुभ_पल शुभ_संध्या "
आज बिहान बिहानै आँखा हेरेर हिंड्ने भएको झन्डै लडिनबाटो हेरेर हिड्नु पर्ने रहेछ शुभ_प्रभात 
शुभ बिहानी मनमा राम्रा बिचार  हरुले खराब सोच मा बिजय प्राप्त गरोस ।पशुपति नाथ हामी सबै को कल्याण गरून्।
बोलेर होईन गरेर देखाउनुस् किनकी मान्छेहरु हेर्न मन पराउँछन् सुन्न होईन ! शुभ बिहानी 
"हाेला कतै अल्झिए म, तर बाटाे भुलेकाे छैन।!शुभ_प्रभात "
आज बिहान बिहानै उठेको भएर शुभ बिहानी भन्न मन लागोशुभ_बिहानि
"उस्को शब्द ले   मलाइ मेरो औकात झल्काइदिएको छ ,,,           शुभ साझ्"
"""जिन्दगी आफुले लेख्न नजानेको र अरुले लेखेको अनि नबुझेको किताब जस्तै हो !""शुभ_सपनि"
"️️अाधा बाटाे मै थाकिसके यी पाईलाहरु कसरी  पार गरम यति लामो  जिन्दगी  काे यात्रा,,शुभ रात्रि"
"️️️केही चिजहरु पाउदै नपाई पनि गुमाउनु पर्छ कि भन्ने बडाे चिन्ता रहन्छ ,शुभ सन्ध्या "
अरुले जे सुकै भनुन शुभ पल र शुभदिन भन्न छोडिन्न क्यारे फेरी पनि शुभ_पल
एउटा उद्देश्य राखेर त्यसलाई पछ्याईरने हो भने एकदि अवश्य सपना पुरा हुनेछ शुभ_पल
खुशी यस्तो होस कि जसको आभाष आफुले मात्र होइन आफ्नाले पनि गरुन।️   शुभ रात्री ️
तार चुटिए पछि बज्ने गितार र मन फुटेपछी बोल्ने मानिस उस्तै हुन आवाज त आउँछ मिठास आउदैन !!!शुभ_प्रभात 
जे आज छ त्यो भोलिको दिन रहला न रहला उस्तै भने पक्कै रहदैन । शुभ दिन।
परिस्थिति कहिले समस्या बन्दैन समस्या त तब हुन्छजब परिस्थिति सग जुध्न आउदैन शुभ_बिहानी ️️शुभदिनको_कामना
सन्सार बदल्ने जिम्मा मेरो भो ....️बस तिमी  नबद्लिनु ...                                शुभ दिन️️️
हमेशा आफैलाइ माया गर्नुसचाहे कसैले तपाइलाइ माया गरिस या नगरोस शुभ_दिन
परिस्थिति आफ्नो अनुकुल भएन भनेर गुनसो गर्नु भन्दा आफुलाइ मजबुत बनाउन तिर लागुम शुभ_बिहानी️️शुभ_दिन
"स्वतन्त्र हुनुपर्छ छाडा भने होइन प्रेममा,मजबुर भएर बचाएको सम्बन्ध मजबुत हुदैन.!शुभ_प्रभात ️️"
छठ पर्व र अन्तराष्ट्रिय बाल दिवसको शुभकामना।शुभ प्रभात !शुभ समय ! 
"केही यादमा छौ र तिमी नहुँदा फरक पर्छ,जब पुरानो हुन्छ याद तब बिस्तारै भुलाउछ समयले !!शुभ_दिन"
समय अनुसार आफ्नाले ब्यवहार र शत्रुले मेहनत गर्न सिकाउछन् !शुभ_बिहानीह्याप्पी_तिहार_सम्पुर्णमा️
ताज सस्तो होस या महँगो फरक पर्दैन तर शिरको ताजले छातिमा हात राखेर गर्व गर्न सकियोस शुभ रात्री
सम्बन्ध त यस्तो होस जहा माया होस तर मात होस शंका होस् तर बिस्वाशघात नहोस शुभ_बिहानी शुभ_दिन
जो मान्छे केही गर्न जान्दैन नि हो त्यहि अज्ञानी मुर्खको चाहि चुरीफुरि धेरै हुन्छ शुभ दिन
अल्छी नगरौं      उठ्ने गरौ बिहानै                  शुभ बिहानी!️️
"आखिर् के को आधारमा बिश्वास गरौ,मीठो बोलेउ तर साचो बोलेनौ कहिल्यै.!!शुभ_रात्री ️"
बिश्वास कसको आस्था के मा राखौं आखिर् शब्द रुपि हतियारले रेट्छन् आफ्ना भनाउदाले.!शुभ_बिहानी️️
 शुभ_प्रभात️ आफ्नो मन आफ़्नै बसमा राख्न सफलता मिलोस भाईशुभदिनको_कामना
यसरी हराउन मन छ कि मलाई खोज्न भनी हिडेको मान्छे आफै बेपत्ता होस !!शुभ_प्रभात 
"""चिहान"" र ""चैन"" जिउँदो छौन्जेल पाउन सकिन्न । शुभ बिहानी "
"""समय"" सङै धेरै कुरा परिवर्तन भयो,,तरतिमिप्रतिको ""माया"" अझै परिवर्तन भएन ||शुभ_रात्री_टुइटर_संसार "
जुन पीडा तपाई आफु सहन सक्नुहुन्न त्यो अरुलाइ पनि दिने नगर्नु ।शुभ बिहानी शुभ दिन
प्रस्ताव होईन बिश्वास लिएर आउ यो जिन्दगी नै तिम्रो नाममा गरिदिन्छु।।     शुभ_रात्री शुभ_सपनी 
भक्ति गरे ढुङ्गामा नि देवता भेटिन्छ कर्म गरे गरिबिको रेखा मेटिन्छ जय देश शुभ प्रभात 
अलिकति  झुक्दा सम्बन्ध जोगिन्छभने झुकिदिनुस् शुभ_बिहानी
हामीहरुले त जिउनु छ यहाँ।दुख भएपनि सुख भएपनि एकअर्कासँग रिसले मर्नु छैन है!!शुभ_बिहान_शुभ_पल️
जिवन सफल त्यतीबेला हुन्छरे जब बुवाआमालाइ छोराछोरीले जिम्मेवारी आफनो काधमा लिएर म छुनी भन्छन रे शुभ प्रभात
"किनारा न मिले केहि छैन, अरु लाई डुबाएर तर्न मलाई आउदैन !शुभ_प्रभातशुभदिनको_कामना ️️"
जल्नेहरु जल्दै गर्छन तर अरुले ईर्ष्या गरे भनेर आफ्नो उद्देश्यलाई कहिल्यै नछोड्नुस् शुभ_बिहानी
अाफ्ना ले नि धोका दिन थालेसि जिउनुको के नै अर्थ रह्यो र?शुभ रात्रि
"️️बाडुल्कि लागेर ट्विटर  छिरेथे अफसाेस अाफ्नै कुरा काटिदै रहेछ,,शुभ रात्रि"
 आखा पढने अनि जान्ने गर मेरो मन मा के छ . .हरेक कुरा मुखले बोलिराख्न गार्हो लाग्दै मलाइ. . . !.शुभ स…
"प्रेम, पश्चाताप र अपेक्षाहरु सधैं अपूर्ण रहन्छन्...!!शुभ बिहानी"
"जति हास्ने गर्छु म तस्बिरमा,काश त्यति नै खुसी भाग्यमा भैदेको भए चाहि के हुन्थ्यो रमनहरुमा शुभ_समय ️️"
"जसलाई तिमिले बाटोमा ""माल "" देख्छौ नि,   खासमा ऊ कुनै घरको इज्जत हो।शुभबिहानी शुभ दिनको कामना "
"यति खाली कहिल्यै, केही हुन सक्दैन     जति खाली एऊटा भरिएको मन हुन्छ।                   शुभ प्रभात …"
"गल्तीहरु माफ गर्नुस्तर, बेइज्जती हैन...!शुभ बिहानी"
शुभ प्रभात सबैको भाग्य चम्कियोसफलिफापै फलिफाप होस जय सन्तोषी_माताशुभ दिन शुप ️️
हामीहरु बिच एउटा कुरा चाहिँ समान छधन सबैको नहोला तर मृत्यु सबैको हुन्छ!!शुभ_प्रभात
"सपना त्यति ठूलो छैन , बस अाफुलाई चिनाउन अरुको नाम दिन नपरोस्! शुभ_बिहानी"
जिउदो रहदा जति सक्दो मनलाई सितलता दिलाउनु छ मरे पछि त खरानी नबनुन्जेल पोली रहन्छन् !!शुभ_बिहानी
"""हामी बाहिरी चुनौतीहरूबाट होइन तर आन्तरिक कमजोरीहरूबाट हार्ने गर्छौ।""शुभ समय"
"व्यस्त मानिसका लागि आराम नै उत्तम उपचार हो भने,अल्छी मानिसको लागि काम नै उत्तम उपचार हो!!शुभ_प्रभात "
मेरो हरेक सपना हरेक काम हरेक दिन हजुरमा नै समर्पित छ आमा !!️आमा   शुभ_प्रभात️
मानसिकता ठिक पार्नुस् आनन्द तपाईले पाउनुहुन्छ र अरुलाई पनि दिनुहुन्छ।शुभ_बिहान_शुभ_पल।️
जहाँ अरूलाई बुझ्न मुश्किल पर्छत्यहाँ आफैलाई बुझ्नु ऊत्तम हुन्छ!!                 शुभ प्रभात 
हजार खोक्रा शब्दहरू भन्दाशान्ति दिने एक शब्द नै उत्तम हुन्छ...!शुभ_रात्री 
आफैं ले मन छियाछिया पारिदिएर;उल्टै हामीलाई मन नभएको मान्छेभन्न भ्याउँछन् अचेल!शुभ_दिन!!
"हाम्रो भाषा शब्द चयन, र कुरा गर्ने ढंग नै     हाम्रो व्यक्तित्वको दर्पण हो!!           शुभ_सन्ध्या️"
"मैले देखेको छु,अक्सर निर्दोष हरु सङ प्रमाण कम हुने गर्छ!!शुभ_बिहानी"
"""आश"" गरेर हैन ""साहास"" गरेर जिउनुस, जिन्दगि शुभ_प्रभात  शुभदिनको_कामना "
जीवनमा मौनतामै हराउनु बेस बन्छयदि शब्दले कसैको दिलमा आघात पुग्छ भने...             शुभ बिहानी
च्यालेन्जले भन्दा पनि ब्यालेन्सले जिन्दगी चल्दो रहेछ..  शुभ_प्रभात        शुभदिनको_कामना 
अचम्म छ! मान्छेहरू आफ्नो सफलतामा भन्दापनि अरुको बर्बादिको तमासा हेरेर उत्सभ मनाउन्छन्!!शुभ_बिहानी️️
कमजोर त्यतिबेला भईन्छ जब गुनासो मात्र आँफुसँग हुन्छ !  शुभ_प्रभात   शुभदिनको_कामना 
कुनै लडाईमा जित या हारभन्दा के को लागी लडिरहेको छौ त्यो नै महत्वपुर्ण हुन्छ। शुभ_दिन
"दोष घिरौलाको हैन -दोष, मीठो मसिनो स्वाद खाने बानी लागेको तपाईं हाम्रो जिब्रोको हो !!शुभ बिहानी"
आखिर बटुवा नै रहेछौ तिमि पनि  थकाइ मार्यो अनि घर पुगेपछि चौतारी भुल्यो!!शुभ_प्रभातशुभदिनको_कामना ️️
"चिसो छ, न्यानो राख्नुहोस् शरीरलाई भुवालेअनि मनलाई भावनाले!!प्रेम_सहितको शुभ_प्रभात️"
"तिम्रा हजारौं ""public followers"" मध्य:मलाई एक मात्र ""private follower"" बन्न मन छ!!शुभ_प्रभात!!!️"
धेरै सुन्ने अनि थोरै बोल्ने हो के!नत्र दुइटा कान अनि एउटा मुख किन हुन्थ्यो रNaturally??शुभ_सपनी!!️
"चोट अरु मान्छेले दिँदैनन्दिन्छन् त केवल तपाईंका आफ्नै ""आश"" हरुले!!शुभ_दिन!!!️️"
जिन्दगीमा दुईवटा चिज मध्य एक गर१. कि मनपरेको काम गर।२. कि गरेको काम मनपराउ।। शुभ बिहानी
जिन्दगी दोधार मा छ।भबिष्य सम्झिएर कमाउनु कि मृत्यु सम्झेर रमाउनु ।       शुभ_प्रभात ️️️
"प्रेम थियाे र त,राम लंका पुगे !नत्रभने अयाेध्यामा पनि रानीहरुकाे कमी थिएन हाेला ……!!शुभरात्री शुभ_सपनी"
आधा जीवन त के गर्ने भन्दै मा  बित्छ  अनि भन्छौ मेरो त भाग्य नै छैन ..? शुभ_दिन ️
भेट त हजारौ संग भएको थियो ! तर मनमा त्यो बस्यो जो भाग्यमा थिएन !!!शुभ_प्रभातशुभदिनको_कामना ️️
"खुसी नै छु, जिन्दगिले  दु:ख मात्रै दिएको छैन,! धेरै थोक सिकाएको पनि छ भलाई !!शुभ_प्रभातशुभदिनको_कामना ️️"
कहाँ घाउ देखाएको मूर्ख यो त नुन चुकले भरिएको सहर हो !!शुभ_दिन्
"एक बेहतर जिन्दगी जिउनलाई,एक बेहतर सोच राख्नु जरूरी छ...!शुभ बिहानी"
जब नकारात्मक सोच बाट टाढा हुँदै जानुहुन्छ नि दिन हरु आफै राम्रा हुँदै जान्छन !!शुभ_दिन्
शुभ प्रभात सबैको भाग्य चम्कियोसफलिफापै फलिफाप होसजय गुरु गणेशाय नम:शुभ दिन शुभ पल ️️ 
"संसारमा सबैभन्दा ठुलो चिहानमान्छेको मन हो,जहा हजारौ सपनाका कंकाल भेटिन्छन !!शुभ_प्रभात "
यही तो फितरत हैं हम इंसानो कीमोहबत ना मिले तो सब्र नहीं करते और मिल जाए तो कदर नहीं करते..!!शुभ_रात्री
अफर गर्नेहरु संग होइन !जिन्दगीभर सफर गर्नेहरु  संग हिड्नुस !!शुभ_प्रभातशुभदिनको_कामना ️️
सम्बन्ध तब बलियो बन्छजब रिसाउने समझदार हुन्छ अनि फकाउने परिपक्क l शुभ_प्रभात शुभ_दिन ️
बिहान उठ्ने बितिकैहिमाल देख्न पाइयोइ जल्हात ले सधै सधैनेपाल लेख्न पाइयोस शुभ_प्रभातशुभबिहानी 
किताब च्यात्दैमा पाप लाग्ने भयचटपटे भैया उहिले मारिसक्थ्यो शुभ_रात्रि 
शुभ प्रभात प्रिय मनहरु️ए कुम्भकर्ण हरु उठ्नु पर्दैन?उठओ म भैसिलाई कुडो पकाउन लागे है
शुभ रात्रि  
कुनै पनि सम्बन्ध जोडिए पछि जिन्दगी भरिलाई होस्जिन्दगीलाई भारी नहोस् !!शुभ_दिन ️️
हिंजोको भन्दा आज केही राम्रो गर्नुछयही सोचका साथ काममा लाग्नेलाईअसफलताले छेक्दैन शुभ_प्रभात
"""मेहनतको फल"" अनि ""समस्याको हल"" ढिलो नै सही तर अवश्य मिल्नेछ ! शुभ बिहानी "
"नजरमा इज्जत, बोलिमा अर्थ अनि,    मनमा प्रेम बोकेर आउ सम्बन्ध ,      निभाउने जिम्मा मेरो भयो..!!शुभ_साझ"
शुभ जन्म उत्सव ️️ ️
रुप नभयको केटि अनि रुपिया नभयको केटा प्राय सिंगल नै हुन्छन शुभ_प्रभात ️
यहाँ ब्यस्त कोही छैनन् मात्र कुरो प्राथमिकताको हो ! शुभ रात्री !
हर चिज लाई उठाउन सकिन्छ गिरे को सोच बाहेक!!शुभ_बिहानी ️️️
रहर को भोकभन्दा बाध्यताको बोझले जिन्दगी जिउन सिकाउछ..!!शुभ_बिहानी
जिन्दगी लाई खुसिको महल अनि पिडाको झुपडी बनाउनु छ !!!!!शुभ_प्रभात ️
"शब्द एक अर्थ अनेक परिस्थिति संगै,रहर र जरुरत बिचमा एक भुगोल दुरी छ..!शुभ_रात्री "
मौनता सहारा होइन यहाँ आदत बनेको छ!जीवनमा हरेक चोटहरू तागत बनेको छ!!शुभ_प्रभात शुभ_दिन्
उनलाई एक पटक भेटेर सोध्ने मन छमेरो मन मा केको असुभिदा भयो र अन्तै बसाई सारेउ भनेर !!!!!शुभ_दिन 
एकाबिहानै सम्झिएछ कसैले मलाई किनकी बाडुल्कीले घुक्क पार्यो!!शुभ बिहान शुभ पल ️
जुनसुकै कुराको अधिक चाहनाले मान्छेको मनलाई बिचलित बनाईदिन्छ। चाहे त्यो मायानै किन नहोस् शुभ_दिन
बिश्वास नभएको सम्बन्ध केवल सम्झौतामा टिक्छ स्वार्थ पूरा नहुदा सम्म..!!शुभ_रात्रि 
शुभ-प्रभात !! शुभदिन !! हजुरहरु सबैको जय होस् 
हौसला देउ चाहे हतोत्साही बनाउ अहँ जिम्मेवारी बोकेको मान्छे चुनौती देखि डराउदैन..!!शुभ_बिहानी️️
लत चाहे कुनै बस्तुको होस् या व्यक्तिकोनराम्रो हो।शुभबिहानी  शुभ_शनिवार
मन हल्का बनाएर सुत्नुस् मिठो निन्द्रा पर्छ।चितवन प्यालेस होटेलबाट सबैलाई शुभ_रात्री_शुभ_सपनी।️
भ्यालेनटाइन्डे ले साच्चै बिजि कि भेटिएर कोहि अर्कै नबोलेको म सँग किन हो..!!शुभ_रात्री
के माया गर्न  प्रस्ताव नै राख्नु पर्छ र ? के माया जताउन माया गर्न पनि इजाजत माग्नु पर्छ र ? शुभ रात्रि 
"जिन्दगीमा सधै ""मुस्कुराई"" राख्नु कहिलेअाफ्नाे लागि त कहिले अाफ्नाकाे लागि। शुभ_रात्री"
सम्पर्क गर्दा बेवास्ता!एउटा rose त आएन! अझ म्यासेज के कुर्नु अब.!शुभ_रात्रि 
"दु:ख पर्दा तपाई लाई साथ दिने तपाईं आफै मात्रै हो, त्यसैले अरुबाट आश गर्न बन्द गर्नुस!!शुभ_सन्ध्या "
"रोज डे , चक्लेट डे केके डे को कुरो छोड मो:मो डे , चट्पट डे हुन्छ भने मनाइदिम्ला शुभ रात्री"
डेटिङ जाने प्लान बनाएका र बिहानै निस्किसकेका लाई पनि शुभ दिनको कामना है।। शुभ_शनिवार ️
बिश्वास नै संसार को सबैभन्दा सुन्दर बिरुवा होजो माटो मा हैन मुटुमा उम्रन्छ  ।।       शुभ_प्रभात ️️️
"+2 त पास गरियो, अब म्यादि प्रहरि तिर फ्रर्म भर्न जानपर्ला!शुभ_प्रभात"
म कसैको दुस्मन त होइन तर पनि मान्छेहरू ले मेरो बारेमा गलत सोच्न भने कहिल्यै छाडेनन् ।शुभबिहानी शुभ दिन 
खल्लो र शून्य लाग्ने  यी रात हरु कल्पना अनि असफल सपना का याद बिना । शुभ रात्रि
"कोही चाहेर पनि फुर्सद पाउँदैन भने,कोही फुर्सद भएर पनि व्यस्त हुन चाहैनन्!!शुभ_प्रभात"
"तिमि त टाढा भएउ प्रिय ,तर तिम्रा यादहरु झन नजिक बनेका छन्र र त बाचेको छु !!शुभ_प्रभात"
राम नाम जपे बिहानै मैले उठ्न पाको छैन बासी भात खान्छस तैले शुभ_बिहानी
आफुले माया गरेको मान्छेजतिसुकै टाढा किन नहोस्   माया भने झन झन्    गाढा हुदै जान्छ !!!!शुभ_प्रभात ️️
सरलपन कुनै  मान्छेको कमजोरी होइन।उसको संस्कार हो ।       शुभ_प्रभात ️️️
शुभ रात्री साथीहरू अनि शुभरात्री तिमी लाई 
"""रिस खा आफू बुद्धि खा अर्को"" तेसैले नरिसाउ कोहि हासेर बोलिदेउ सबैसंग..!शुभ_रात्री "
जहाँ इज्जत मिल्यो उतै  मन गयो फेरि साथी हुरु भन्छ्न बेनाम बद्लेर गयो  शुभ_बिहानी_शुभपल ️️️
जसले एक रुपियाँ काे महत्व बुझेको हुन्छ जसलेकरोडौं पाए पनि घमण्ड गर्दैन।शुभबिहानी शुभ दिन 
इमान्दारीतामा शक्ति हुन्छ र त्यो शक्ति धेरै कम मान्छेहरुसँग हुन्छ।शुभ_बिहान शुभ पल।️
शुभ बिहानी️️हजुरको दिन शुखमय बितोस्
"""आफुले आफुलाइ असल बनाउनुस, दुनिया बाट एक नराम्रो मान्छेको कम हुन्छ"" शुभ_प्रभात_शुभपल ️️"
मेरा शब्दहरु फुटेका सिसाका टुक्रा जस्तै धारिला छन् र त चोट दिन्छन् अरुलाई.!शुभ_रात्री 
जतिनै खुशी बनाउन खोजे पनिमत्लबी मान्छेहरु कहिल्यै आफ्ना  हुदैनन !!!!          शुभ_दिन 
"सुहाउँदो खालको जिन्दगी भए हुन्छ ,धेरै ठूलो सपनाहरु आश बोकेको                छैन मैले ।शुभबिहानी शुभ दिन ️"
तिमी आउने बाटोमा फूल रोप्नै मिलेन सबै बाटो कालोपत्रे बनाएर अब तिमी पनि नआउ है शुभ_सपनी
धोका पनि यस्तो एक खास चिज हो;दुनियाँले हैन केवल त्यो आफ्नाले दिन्छ.!शुभ_रात्रि 
हर कोहिको भाग्यमा  प्रेम हुदैन यदि तपाईको भाग्यमा छ भने सम्हालेर राख्नुहोस !!शुभ_दिन 
खुसी दिने मेरो औकात नभए पनि   कसैलाई रुवाउने नियति पनि छैन..!शुभ_दिन
"""जीवन""एक ""भ्रम"" हो भनें""मृत्यु"" एक ""सत्य""!शुभ बिहानी  गाईच "
